代碼,股本,ROE%,PE,PB,當月營收YOY,當月營收MOM,稅後淨利成長率%,除息日,公司動態,股東會日,營收月份,法說會日
3289,7.44,8.48,32.52,4.14,32.9,1.4,40.62,2024/11/07,11/7除息1.00元,,2024/09,
3290,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3293,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3294,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3305,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3312,16.26,7.26,24.2,3.78,2.37,-5.52,130.73,,,2024/12/10,2024/09,
3313,16.88,14.70,11.19,1.58,-95.46,-65.88,3319.56,,,,2024/09,
3322,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3324,9.15,14.03,32.18,7.17,15.31,-0.06,100.31,,9月營收14.24億元,,2024/09,
3338,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3339,6.66,2.25,112.08,2.9,31.19,5.11,59.78,,,,2024/09,
3356,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3362,14.25,6.60,62.12,9.35,9.51,0.18,108.95,,,,2024/09,
3363,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3374,27.14,8.12,35.57,7.05,5.08,-0.38,52.36,,,,2024/09,
3376,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3379,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3380,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3390,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3406,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3413,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3430,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3437,14.45,-2.93,0.0,1.43,-29.47,-31.15,-12.08,,,,2024/09,
3443,13.40,25.87,47.7,15.14,-24.15,-9.32,-6.87,,9月營收17.64億元,,2024/09,
3450,14.57,4.73,357.26,8.11,63.12,21.2,316.53,,,,2024/09,
3455,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3466,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3479,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3481,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3483,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3484,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3489,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3491,6.39,11.22,57.06,8.88,76.78,6.2,114.57,,,,2024/09,
3498,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3515,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3518,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3522,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3533,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3535,7.91,8.57,44.81,3.8,-94.37,-94.73,372.99,,,,2024/09,
3545,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3548,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3576,162.78,-8.93,0.0,1.62,-48.62,-7.6,-200.74,,資安長許婷寧退休,,2024/09,
3580,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3581,5.10,3.17,167.44,4.41,2.72,1.24,-7.45,,,,2024/09,
3583,8.03,10.17,46.99,8.05,39.14,-1.6,45.47,,,,2024/09,
3597,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3607,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3615,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3617,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3622,15.13,4.79,13.32,1.4,-28.16,-40.38,106.07,,,,2024/09,
3623,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3624,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3631,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3645,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3652,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3653,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3661,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3663,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3665,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3673,40.67,1.36,31.57,0.43,1.11,-16.65,271.38,,,,2024/09,
3675,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3680,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3685,7.96,-0.97,0.0,1.71,-30.54,-48.72,-9.48,,,,2024/09,
3686,7.65,-0.32,0.0,2.59,3.1,27.7,88.28,,,,2024/09,
3689,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3701,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3702,167.91,4.20,14.72,1.63,49.0,24.55,20.27,,,,2024/09,
3703,82.32,1.44,14.31,0.86,-17.17,0.65,-26.81,,11/4法說會,,2024/09,
3704,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3706,120.66,2.96,20.51,0.92,32.75,3.72,108.93,,,,2024/09,
3708,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3710,28.73,-4.20,0.0,2.21,17.94,1.75,55.29,,,,2024/09,
3711,441.21,4.40,21.45,2.2,3.82,5.01,-1.18,,自結第三季合併稅前獲利122.60億元,,2024/09,
3712,24.62,2.86,12.53,1.2,2.8,-10.12,505.59,,,,2024/09,
3714,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
3715,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4109,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4113,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4123,72.50,-3.15,0.0,1.89,-8.54,-28.58,-2303.27,,,,2024/09,
4127,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4128,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4142,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4157,0.01,5.07,42.73,8.65,42.82,-3.97,243.72,,,,2024/09,
4160,2.67,6.25,51.45,3.55,12.69,-13.85,91.9,,,,2024/09,
4167,31.74,2.67,57.24,2.02,15.81,18.27,8018.26,,,,2024/09,
4174,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4303,7.88,24.92,10.38,2.64,284.21,185.04,456.88,,,,2024/09,
4306,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4402,0.00,0.00,0.0,0.0,0.0,0.0,0.0,,,,--,
4414,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4420,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4510,10.80,4.28,28.56,2.45,-30.61,-7.82,209.05,,,,2024/09,
4513,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4532,50.49,5.60,13.92,1.29,31.07,-0.61,56.31,,9月營收15.65億元,,2024/09,
4533,15.84,5.29,37.55,2.46,25.28,20.17,-24.92,,,,2024/09,
4534,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4540,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4542,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4543,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4545,7.70,6.67,27.17,2.36,51.58,-5.1,205.82,,,,2024/09,
4549,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4551,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4555,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4561,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4562,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4563,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4564,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4566,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4571,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4576,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4583,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4707,40.37,3.12,15.42,0.91,4.27,-6.5,24.47,,,,2024/09,
4711,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4714,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4716,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4720,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4726,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4729,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4743,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4763,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4768,4.52,4.50,88.73,5.81,61.33,-6.21,-0.94,,,,2024/09,
4772,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4903,10.41,4.74,42.71,4.65,-4.88,15.2,243.21,,,,2024/09,
4904,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4906,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4907,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4909,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4915,46.60,7.23,14.88,2.17,-2.61,-4.53,4.15,,9月營收53.67億元,,2024/09,
4916,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4919,41.98,2.41,25.37,2.79,-12.71,3.39,-65.21,,11/5法說會,,2024/09,
4927,21.99,-9.57,0.0,1.31,11.55,-10.31,-144.32,,,,2024/09,
4933,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4935,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4938,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4939,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4956,10.04,-0.64,0.0,2.42,40.99,12.64,77.33,,,,2024/09,
4958,95.67,1.54,14.33,1.04,8.47,8.55,107.55,,11/8法說會,,2024/09,
4960,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4961,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4966,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4967,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4968,9.07,4.57,286.21,6.44,25.2,2.9,172.31,,11/1法說會,,2024/09,
4974,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4976,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
4977,8.02,0.20,385.71,2.27,110.68,0.02,-97.67,,,,2024/09,
4979,14.08,8.01,35.63,6.59,8.42,1.73,99.18,,,,2024/09,
5009,60.25,7.84,11.59,1.6,-17.4,-16.55,9.18,,,,2024/09,
5213,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5225,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5234,10.27,8.44,43.73,7.83,-7.32,1.47,3.58,,,,2024/09,
5258,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5263,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5309,19.09,3.88,27.34,2.12,-21.27,-4.12,-13.37,,,,2024/09,
5328,17.27,0.81,57.22,1.39,-5.96,-2.33,-68.02,,,,2024/09,
5347,183.90,6.99,24.68,3.7,33.99,27.01,-8.59,,11/5法說會,,2024/09,
5351,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5364,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5371,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5381,21.37,6.54,104.62,4.3,545.76,-46.64,146.87,,,,2024/09,
5386,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5388,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5392,16.90,1.04,96.94,0.87,-7.79,-1.53,39.17,,,,2024/09,
5425,26.35,4.51,30.09,2.1,0.22,-4.21,-34.21,,,,2024/09,
5426,14.38,0.68,783.75,2.12,-0.34,2.51,-11.65,,,,2024/09,
5439,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5443,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5452,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5460,5.88,1.12,245.0,1.59,-24.23,-18.03,193.26,,,,2024/09,
5469,48.62,5.03,9.96,0.91,-0.14,-4.32,8.46,,9月營收38.34億元,,2024/09,
5474,4.04,6.81,26.32,3.56,16.03,-2.32,55.82,,,,2024/09,
5475,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5481,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5483,64.12,7.94,11.97,2.21,-11.57,-7.31,-20.61,,,,2024/09,
5484,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5498,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5508,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5512,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5515,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5519,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5522,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5525,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5531,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5534,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5608,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5871,167.79,7.63,10.26,1.66,4.59,-2.61,-7.6,,,,2024/09,
5876,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5880,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
5905,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6005,217.09,6.65,10.57,1.2,34.06,-9.68,19.0,,,,2024/09,
6016,62.42,10.77,9.07,0.85,91.97,-37.87,-5.11,,,,2024/09,
6104,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6111,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6114,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6116,294.03,-5.73,0.0,0.68,-4.19,57.43,-33.36,,,,2024/09,
6180,0.00,0.00,0.0,0.0,0.0,0.0,0.0,,,,--,
6187,9.69,14.08,84.12,10.82,486.44,0.7,896.5,,,,2024/09,
6188,0.00,0.00,0.0,0.0,0.0,0.0,0.0,,,,--,
6189,21.87,15.45,14.04,3.16,-3.22,2.13,106.61,,,,2024/09,
6190,0.00,0.00,0.0,0.0,0.0,0.0,0.0,,,,--,
6191,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6197,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6207,7.97,6.21,28.39,2.82,2.82,0.23,66.73,,,,2024/09,
6213,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6215,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6218,6.43,-4.90,0.0,2.17,5.27,-42.05,-183.86,,,,2024/09,
6219,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6223,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6224,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6231,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6235,19.98,9.85,17.68,3.16,-16.83,-10.43,-4.74,,,,2024/09,
6239,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6244,0.00,0.00,0.0,0.0,0.0,0.0,0.0,,,,--,
6257,48.32,10.90,15.2,1.81,14.31,4.78,26.83,,9月營收15.83億元,,2024/09,
6264,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6269,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6271,20.91,5.37,14.58,1.05,22.23,-6.29,100.99,,9月營收9.79億元,,2024/09,
6274,27.25,15.37,18.76,3.28,51.4,2.63,340.44,,9月營收22.70億元,,2024/09,
6278,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6282,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6284,14.90,7.43,12.63,1.65,14.5,17.04,75.36,,9月營收7.45億元,,2024/09,
6285,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6288,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6290,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6405,6.58,-0.67,0.0,1.2,-45.54,3.53,43.21,,,,2024/09,
6411,9.90,4.19,26.38,2.06,24.74,-1.28,-14.47,,,,2024/09,
6412,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6415,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6425,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6438,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6442,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6443,51.28,0.69,44.41,1.55,-33.93,0.05,-83.65,,,,2024/09,
6446,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6449,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6451,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6462,8.84,-4.69,0.0,3.99,29.91,4.47,-11.77,,,,2024/09,
6477,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6488,47.81,8.16,12.19,2.2,-19.87,-3.88,-34.5,,11/5法說會,,2024/09,
6505,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6530,3.38,5.52,53.79,5.75,13.23,2.55,24.94,,,,2024/09,
6531,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6546,6.68,6.53,29.33,4.39,8.61,0.47,0.74,,,,2024/09,
6548,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6550,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6573,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6592,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6598,0.00,0.00,0.0,0.0,0.0,0.0,0.0,,,,--,
6603,16.55,1.67,59.22,1.31,10.7,-0.89,134.82,,,,2024/09,
6605,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6609,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6640,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6643,4.18,7.60,74.65,13.41,-7.74,11.8,-9.73,,11/7法說會,,2024/09,
6658,3.29,2.02,98.1,3.26,-16.57,4.28,128.48,,,,2024/09,
6658,3.29,2.02,98.1,3.26,-16.57,4.28,128.48,,,,2024/09,
6664,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6667,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6668,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6669,18.58,21.27,22.32,7.06,119.68,7.18,58.97,,,,2024/09,
6684,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6695,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6698,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6706,7.86,-5.47,0.0,3.68,7.65,29.24,-44.85,,,,2024/09,
6753,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6768,19.60,5.70,24.67,1.82,26.14,-18.17,169.62,,,,2024/09,
6770,0.00,0.00,0.0,0.0,0.0,0.0,0.0,,,,--,
6782,6.30,10.27,26.85,4.39,35.6,-20.79,240.71,,,,2024/09,
6788,3.87,12.85,28.34,5.61,63.75,18.28,62.8,,,,2024/09,
6789,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6805,6.86,10.25,68.84,12.3,35.98,28.25,88.71,,,,2024/09,
6806,22.46,1.47,35.46,2.26,-9.47,-32.23,38.76,,,,2024/09,
6841,9.72,-0.30,0.0,4.29,371.14,-5.54,-475.79,,,,2024/09,
6869,0.00,0.00,0.0,0.0,0.0,0.0,0.0,,,,--,
6877,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6890,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6895,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
6937,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8011,16.59,3.41,42.0,1.53,-8.08,-3.85,424.07,,,,2024/09,
8021,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8027,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8028,17.26,4.31,79.09,5.94,23.32,0.67,-14.39,,,,2024/09,
8033,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8039,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8043,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8046,64.62,-0.07,45.03,1.88,-15.65,-4.16,-100.87,,,,2024/09,
8050,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8054,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8059,19.28,-2.73,0.0,3.59,127.76,477.79,-199.21,,,,2024/09,
8064,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8069,114.58,6.64,47.95,6.52,25.31,0.51,-19.77,,,,2024/09,
8070,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8071,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8076,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8085,14.00,-1.73,0.0,2.47,-16.3,-19.79,-51.48,,,,2024/09,
8086,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8089,5.87,14.06,0.0,5.14,314.92,-28.71,170.15,,,,2024/09,
8096,14.93,7.66,80.0,2.51,1.33,18.03,146.75,,,,2024/09,
8103,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8104,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8105,44.15,0.02,61.48,0.93,15.98,6.92,-98.67,,,,2024/09,
8107,7.50,5.05,102.03,1.63,57.79,9.45,693.98,,,,2024/09,
8110,51.77,1.39,39.88,0.79,11.82,-2.8,306.9,,9月營收6.40億元,,2024/09,
8111,10.91,3.57,69.43,3.42,14.84,5.38,8.13,,,,2024/09,
8112,52.46,7.84,12.71,2.08,71.78,53.95,100.57,,,,2024/09,
8121,21.30,5.73,73.22,3.56,29.28,-1.61,195.69,,,,2024/09,
8147,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8150,72.72,3.60,13.47,1.07,-1.23,-10.72,6.92,,11/5法說會,,2024/09,
8201,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8210,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8234,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8240,10.00,2.64,21.77,0.98,0.87,9.58,2.33,,,,2024/09,
8249,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8277,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8299,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8354,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8358,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8374,11.23,0.44,0.0,7.42,24.89,-13.03,66.45,,,,2024/09,
8390,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8438,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8440,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8464,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8473,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8926,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8927,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8935,11.35,-3.35,0.0,2.27,-19.49,-5.53,-55.5,,,,2024/09,
8936,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8937,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
8996,9.13,10.48,51.52,9.5,16.63,-16.76,-11.95,,,2024/11/12,2024/09,
9103,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9105,16.55,4.71,6.44,2.57,23.25,42.76,94.8,,,,2024/09,
9802,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9904,294.68,5.46,7.87,0.81,11.79,-8.14,80.96,,,,2024/09,
9906,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9907,157.91,3.14,38.64,1.36,54.4,-2.17,2.53,,,,2024/09,
9914,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9921,39.21,4.94,22.98,2.06,-4.76,-12.07,-14.87,,,,2024/09,
9933,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9934,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9935,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9938,29.80,5.28,22.63,1.93,13.33,-8.21,11273.95,,,,2024/09,
9939,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
9940,0.00,0.00,0.0,0.0,0.0,0.0,0.0,,,,--,
9941,54.82,6.82,14.24,2.52,-3.78,-4.59,-26.08,,,,2024/09,
9945,284.42,12.16,9.74,1.29,63.12,-12.44,145.52,,,,2024/09,
9946,0.00,0.00,0.0,0.0,0.0,0.0,0.0,,,,--,
9955,10.45,-4.36,0.0,2.81,-0.98,-8.71,-64.67,,,,2024/09,
9958,--,--,0.0,0.0,0.0,0.0,0.0,,,,--,
